,track,centroid-0,centroid-1,frame,centroid-weighted-0,centroid-weighted-1
0,8,382.5871121718377,16.479713603818617,0,382.5871121718377,16.479713603818617
1,10,356.1183431952663,20.960552268244577,0,356.1183431952663,20.960552268244577
2,11,91.9204152249135,24.33910034602076,0,91.9204152249135,24.33910034602076
3,12,258.6713615023474,17.816901408450704,0,258.6713615023474,17.816901408450704
4,13,56.02819237147595,21.456053067993366,0,56.02819237147595,21.456053067993366
5,14,115.43053435114504,22.712977099236642,0,115.43053435114504,22.712977099236642
6,15,310.2165898617512,21.870967741935484,0,310.2165898617512,21.870967741935484
7,16,231.7894073139975,21.127364438839848,0,231.7894073139975,21.127364438839848
8,17,406.72562674094706,27.792479108635096,0,406.72562674094706,27.792479108635096
9,18,280.16911764705884,26.841911764705884,0,280.16911764705884,26.841911764705884
10,19,430.5767326732673,31.163366336633665,0,430.5767326732673,31.163366336633665
11,20,162.71166306695466,26.762419006479483,0,162.71166306695466,26.762419006479483
12,21,380.4045643153527,36.84854771784232,0,380.4045643153527,36.84854771784232
13,22,209.40425531914894,34.8657937806874,0,209.40425531914894,34.8657937806874
14,23,327.037037037037,37.198830409356724,0,327.037037037037,37.198830409356724
15,25,356.02517162471395,41.22883295194508,0,356.02517162471395,41.22883295194508
16,26,182.28061224489795,41.535714285714285,0,182.28061224489795,41.535714285714285
17,27,277.7181467181467,43.488416988416986,0,277.7181467181467,43.488416988416986
18,28,86.72222222222223,41.03703703703704,0,86.72222222222223,41.03703703703704
19,29,48.95032679738562,41.13725490196079,0,48.95032679738562,41.13725490196079
20,30,416.9383259911894,44.52422907488987,0,416.9383259911894,44.52422907488987
21,31,232.6782449725777,45.56855575868373,0,232.6782449725777,45.56855575868373
22,32,301.88718929254304,47.13193116634799,0,301.88718929254304,47.13193116634799
23,34,154.30094043887146,47.97805642633229,0,154.30094043887146,47.97805642633229
24,35,110.85373134328358,50.698507462686564,0,110.85373134328358,50.698507462686564
25,36,24.859756097560975,52.833333333333336,0,24.859756097560975,52.833333333333336
26,37,137.55121951219513,51.59024390243903,0,137.55121951219513,51.59024390243903
27,38,347.5269922879177,55.55526992287918,0,347.5269922879177,55.55526992287918
28,39,401.45075757575756,57.41287878787879,0,401.45075757575756,57.41287878787879
29,40,255.61212121212122,53.26868686868687,0,255.61212121212122,53.26868686868687
30,41,65.33257918552036,57.074660633484164,0,65.33257918552036,57.074660633484164
31,42,374.81666666666666,59.916666666666664,0,374.81666666666666,59.916666666666664
32,43,428.71926910299004,61.81395348837209,0,428.71926910299004,61.81395348837209
33,44,184.43559718969556,60.6463700234192,0,184.43559718969556,60.6463700234192
34,45,160.67246376811593,64.0927536231884,0,160.67246376811593,64.0927536231884
35,46,322.424739195231,62.232488822652755,0,322.424739195231,62.232488822652755
36,47,52.70106761565836,68.79359430604983,0,52.70106761565836,68.79359430604983
37,48,231.52727272727273,70.32424242424243,0,231.52727272727273,70.32424242424243
38,49,121.7593220338983,69.36440677966101,0,121.7593220338983,69.36440677966101
39,50,352.8722741433022,71.27725856697819,0,352.8722741433022,71.27725856697819
40,51,85.63356643356643,72.18041958041958,0,85.63356643356643,72.18041958041958
41,52,273.2404006677796,68.37061769616027,0,273.2404006677796,68.37061769616027
42,53,192.52136752136752,74.63034188034187,0,192.52136752136752,74.63034188034187
43,54,389.075055187638,77.02207505518764,0,389.075055187638,77.02207505518764
44,55,211.12459546925567,70.94822006472492,0,211.12459546925567,70.94822006472492
45,57,28.12398921832884,76.27897574123989,0,28.12398921832884,76.27897574123989
46,58,291.57790927021694,78.21696252465483,0,291.57790927021694,78.21696252465483
47,59,369.19596541786746,81.55907780979827,0,369.19596541786746,81.55907780979827
48,60,245.3768472906404,88.72413793103448,0,245.3768472906404,88.72413793103448
49,61,142.3795761078998,82.43352601156069,0,142.3795761078998,82.43352601156069
50,62,423.70854271356785,84.6105527638191,0,423.70854271356785,84.6105527638191
51,63,169.5448028673835,88.79928315412187,0,169.5448028673835,88.79928315412187
52,64,403.5187376725838,88.81065088757397,0,403.5187376725838,88.81065088757397
53,65,109.02291666666666,86.88958333333333,0,109.02291666666666,86.88958333333333
54,66,359.35403726708074,96.17080745341615,0,359.35403726708074,96.17080745341615
55,67,333.80150753768845,92.05778894472361,0,333.80150753768845,92.05778894472361
56,68,64.69794344473007,92.77377892030849,0,64.69794344473007,92.77377892030849
57,69,199.6519174041298,97.01032448377582,0,199.6519174041298,97.01032448377582
58,70,275.97300944669365,100.44534412955466,0,275.97300944669365,100.44534412955466
59,72,37.53557046979866,98.5006711409396,0,37.53557046979866,98.5006711409396
60,73,131.20035778175313,102.60644007155635,0,131.20035778175313,102.60644007155635
61,74,93.90366972477064,99.8302752293578,0,93.90366972477064,99.8302752293578
62,75,297.5238095238095,104.75510204081633,0,297.5238095238095,104.75510204081633
63,76,154.52117863720073,108.21915285451198,0,154.52117863720073,108.21915285451198
64,77,315.2463768115942,107.01449275362319,0,315.2463768115942,107.01449275362319
65,78,377.77070063694265,105.02547770700637,0,377.77070063694265,105.02547770700637
66,79,424.7909967845659,105.78778135048232,0,424.7909967845659,105.78778135048232
67,80,342.10662358642975,108.97738287560581,0,342.10662358642975,108.97738287560581
68,81,403.936231884058,108.20289855072464,0,403.936231884058,108.20289855072464
69,82,205.48093220338984,113.31567796610169,0,205.48093220338984,113.31567796610169
70,83,81.70121951219512,117.15447154471545,0,81.70121951219512,117.15447154471545
71,84,266.50925925925924,119.14004629629629,0,266.50925925925924,119.14004629629629
72,85,26.13840155945419,119.65302144249513,0,26.13840155945419,119.65302144249513
73,86,53.50597609561753,119.21513944223108,0,53.50597609561753,119.21513944223108
74,87,107.70082644628098,119.43966942148761,0,107.70082644628098,119.43966942148761
75,88,234.2298065984073,120.52104664391354,0,234.2298065984073,120.52104664391354
76,89,185.01386481802427,121.03292894280763,0,185.01386481802427,121.03292894280763
77,90,380.6392405063291,123.00316455696202,0,380.6392405063291,123.00316455696202
78,91,404.412037037037,124.87731481481481,0,404.412037037037,124.87731481481481
79,92,431.2967032967033,123.53846153846153,0,431.2967032967033,123.53846153846153
80,93,132.65532879818593,125.9092970521542,0,132.65532879818593,125.9092970521542
81,94,306.77566539923953,128.5722433460076,0,306.77566539923953,128.5722433460076
82,95,358.1244343891403,129.07239819004525,0,358.1244343891403,129.07239819004525
83,96,332.6386233269599,130.23900573613767,0,332.6386233269599,130.23900573613767
84,98,168.27232142857142,130.63616071428572,0,168.27232142857142,130.63616071428572
85,99,66.3157894736842,136.98178137651823,0,66.3157894736842,136.98178137651823
86,100,444.355421686747,137.07530120481928,0,444.355421686747,137.07530120481928
87,101,420.17670682730926,138.0120481927711,0,420.17670682730926,138.0120481927711
88,102,380.93636363636364,137.4,0,380.93636363636364,137.4
89,103,150.4758064516129,139.46774193548387,0,150.4758064516129,139.46774193548387
90,104,212.5401376146789,142.66857798165137,0,212.5401376146789,142.66857798165137
91,105,244.00172413793103,145.56724137931033,0,244.00172413793103,145.56724137931033
92,106,182.67251461988303,148.36062378167642,0,182.67251461988303,148.36062378167642
93,107,25.598039215686274,146.27205882352942,0,25.598039215686274,146.27205882352942
94,108,84.2952691680261,146.67862969004895,0,84.2952691680261,146.67862969004895
95,109,39.25423728813559,152.069209039548,0,39.25423728813559,152.069209039548
96,110,344.6900584795322,149.30994152046785,0,344.6900584795322,149.30994152046785
97,111,267.8958333333333,149.17401960784315,0,267.8958333333333,149.17401960784315
98,112,374.66326530612247,152.4923469387755,0,374.66326530612247,152.4923469387755
99,113,398.8474842767296,153.56446540880503,0,398.8474842767296,153.56446540880503
100,114,129.7937384898711,153.12523020257828,0,129.7937384898711,153.12523020257828
101,115,435.45081967213116,153.89617486338798,0,435.45081967213116,153.89617486338798
102,116,105.68743047830924,152.4349276974416,0,105.68743047830924,152.4349276974416
103,117,297.8747779751332,158.29040852575488,0,297.8747779751332,158.29040852575488
104,118,325.06966618287373,160.42960812772134,0,325.06966618287373,160.42960812772134
105,119,417.67123287671234,156.24657534246575,0,417.67123287671234,156.24657534246575
106,120,202.8146718146718,165.35714285714286,0,202.8146718146718,165.35714285714286
107,121,355.95927601809956,165.9049773755656,0,355.95927601809956,165.9049773755656
108,122,61.93605442176871,167.57142857142858,0,61.93605442176871,167.57142857142858
109,123,153.81447368421053,166.03026315789472,0,153.81447368421053,166.03026315789472
110,124,376.8968058968059,173.35626535626537,0,376.8968058968059,173.35626535626537
111,125,229.72049689440993,169.80745341614906,0,229.72049689440993,169.80745341614906
112,126,173.57344632768363,172.68361581920905,0,173.57344632768363,172.68361581920905
113,127,26.233490566037737,178.57075471698113,0,26.233490566037737,178.57075471698113
114,128,416.54033485540333,175.70776255707761,0,416.54033485540333,175.70776255707761
115,130,251.0561797752809,175.13932584269662,0,251.0561797752809,175.13932584269662
116,131,118.62878787878788,176.96780303030303,0,118.62878787878788,176.96780303030303
117,132,280.4066852367688,179.31615598885793,0,280.4066852367688,179.31615598885793
118,133,87.71478873239437,179.8450704225352,0,87.71478873239437,179.8450704225352
119,134,189.50121065375302,182.57627118644066,0,189.50121065375302,182.57627118644066
120,135,50.708884688090734,186.42533081285444,0,50.708884688090734,186.42533081285444
121,136,348.12909836065575,186.85040983606558,0,348.12909836065575,186.85040983606558
122,137,321.27027027027026,187.35472972972974,0,321.27027027027026,187.35472972972974
123,138,383.9686888454012,191.78864970645793,0,383.9686888454012,191.78864970645793
124,139,133.6994633273703,193.36046511627907,0,133.6994633273703,193.36046511627907
125,140,215.9170305676856,194.47161572052403,0,215.9170305676856,194.47161572052403
126,141,405.39866369710467,192.9977728285078,0,405.39866369710467,192.9977728285078
127,142,236.66414141414143,194.92424242424244,0,236.66414141414143,194.92424242424244
128,144,175.1238447319778,200.10166358595194,0,175.1238447319778,200.10166358595194
129,145,258.4560327198364,198.11860940695297,0,258.4560327198364,198.11860940695297
130,146,361.1784946236559,202.1440860215054,0,361.1784946236559,202.1440860215054
131,147,200.87798408488064,193.76923076923077,0,200.87798408488064,193.76923076923077
132,148,41.78595890410959,202.0582191780822,0,41.78595890410959,202.0582191780822
133,149,423.2050561797753,205.2078651685393,0,423.2050561797753,205.2078651685393
134,150,280.5388788426763,205.01808318264014,0,280.5388788426763,205.01808318264014
135,151,83.78591033851784,205.73650503202197,0,83.78591033851784,205.73650503202197
136,152,18.298342541436465,205.14917127071823,0,18.298342541436465,205.14917127071823
137,153,300.5338461538461,207.09384615384616,0,300.5338461538461,207.09384615384616
138,154,327.18684603886396,210.75037369207772,0,327.18684603886396,210.75037369207772
139,155,437.7062706270627,214.97359735973598,0,437.7062706270627,214.97359735973598
140,156,137.70494417862838,211.15151515151516,0,137.70494417862838,211.15151515151516
141,157,226.47297297297297,212.59684684684686,0,226.47297297297297,212.59684684684686
142,158,375.9312977099237,216.6152671755725,0,375.9312977099237,216.6152671755725
143,159,100.90853658536585,220.2987804878049,0,100.90853658536585,220.2987804878049
144,160,193.08450704225353,224.31408450704225,0,193.08450704225353,224.31408450704225
145,161,260.28849557522125,220.3716814159292,0,260.28849557522125,220.3716814159292
146,162,408.5070993914807,220.2474645030426,0,408.5070993914807,220.2474645030426
147,163,163.34797297297297,221.8310810810811,0,163.34797297297297,221.8310810810811
148,164,346.72777777777776,224.34814814814814,0,346.72777777777776,224.34814814814814
149,165,60.804554079696395,224.0474383301708,0,60.804554079696395,224.0474383301708
150,166,237.0562347188264,230.33251833740832,0,237.0562347188264,230.33251833740832
151,168,135.1673640167364,228.55648535564853,0,135.1673640167364,228.55648535564853
152,169,41.68342644320298,228.9143389199255,0,41.68342644320298,228.9143389199255
153,170,305.3165938864629,231.5,0,305.3165938864629,231.5
154,171,388.1711711711712,235.43886743886745,0,388.1711711711712,235.43886743886745
155,172,430.80121703853956,235.079107505071,0,430.80121703853956,235.079107505071
156,173,213.09247027741083,238.58256274768823,0,213.09247027741083,238.58256274768823
157,174,119.87032418952619,241.16708229426433,0,119.87032418952619,241.16708229426433
158,175,331.28444444444443,240.76222222222222,0,331.28444444444443,240.76222222222222
159,176,169.8505747126437,242.4367816091954,0,169.8505747126437,242.4367816091954
160,177,80.32377740303541,241.73524451939292,0,80.32377740303541,241.73524451939292
161,178,277.59511343804536,241.3280977312391,0,277.59511343804536,241.3280977312391
162,180,255.47148288973384,242.9638783269962,0,255.47148288973384,242.9638783269962
163,181,409.0482573726542,246.84986595174263,0,409.0482573726542,246.84986595174263
164,183,142.2516129032258,250.90645161290323,0,142.2516129032258,250.90645161290323
165,184,367.06693711967546,247.62271805273835,0,367.06693711967546,247.62271805273835
166,185,34.56948228882834,251.90190735694824,0,34.56948228882834,251.90190735694824
167,186,106.56197183098591,252.05352112676056,0,106.56197183098591,252.05352112676056
168,187,307.5128755364807,249.156652360515,0,307.5128755364807,249.156652360515
169,188,230.38975501113586,255.85300668151447,0,230.38975501113586,255.85300668151447
170,189,430.57379134860054,264.6603053435114,0,430.57379134860054,264.6603053435114
171,190,344.85490196078433,257.4,0,344.85490196078433,257.4
172,192,282.2950450450451,259.8198198198198,0,282.2950450450451,259.8198198198198
173,193,57.35982658959538,258.4971098265896,0,57.35982658959538,258.4971098265896
174,194,317.23247232472323,266.049815498155,0,317.23247232472323,266.049815498155
175,195,163.65899581589957,264.18410041841,0,163.65899581589957,264.18410041841
176,196,390.1654676258993,266.091726618705,0,390.1654676258993,266.091726618705
177,197,198.70506108202443,269.31413612565444,0,198.70506108202443,269.31413612565444
178,198,245.81986143187066,269.364896073903,0,245.81986143187066,269.364896073903
179,200,36.178637200736645,276.15285451197053,0,36.178637200736645,276.15285451197053
180,201,76.76006441223832,274.78582930756846,0,76.76006441223832,274.78582930756846
181,202,365.70483005366725,272.8568872987478,0,365.70483005366725,272.8568872987478
182,203,120.31592689295039,281.5953002610966,0,120.31592689295039,281.5953002610966
183,204,410.824200913242,276.2054794520548,0,410.824200913242,276.2054794520548
184,205,261.08816705336426,277.9002320185615,0,261.08816705336426,277.9002320185615
185,206,344.4860759493671,279.1544303797468,0,344.4860759493671,279.1544303797468
186,207,178.56603773584905,286.87953555878084,0,178.56603773584905,286.87953555878084
187,208,223.9061135371179,279.3930131004367,0,223.9061135371179,279.3930131004367
188,209,291.0170807453416,281.24068322981367,0,291.0170807453416,281.24068322981367
189,210,150.36317567567568,283.0253378378378,0,150.36317567567568,283.0253378378378
190,211,389.17914438502675,287.4946524064171,0,389.17914438502675,287.4946524064171
191,212,426.4592030360531,292.99051233396585,0,426.4592030360531,292.99051233396585
