trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/feature_weight,config/drift_x,config/drift_y,config/max_distance,config/segment_connect_max_distance,config/gap_closing,search_name
3fc58bb8,0.9561078794288737,0.9771652479394677,0.9779580797836376,-1.0,-1.0,-1.0,29.846091270446777,True,,,1,95edb892a8634a47a06bba256b806ac7,2022-11-22_21-36-45,1669120605,29.846091270446777,61078,thunders,172.21.5.15,29.846091270446777,0,1,0.0038270950317382812,"87_drift_x=0,drift_y=0,feature_weight=0.2909,gap_closing=0,max_distance=1.3134,segment_connect_max_distance=0.8986",0.290908398425503,0,0,1.3134182632548028,0.8986492207477284,0,OptunaSearch
0766f5f4,0.9464028305595596,0.9758140791784894,0.9691358024691358,-1.0,-1.0,-1.0,30.811188459396362,True,,,1,925fae38b8224fecac2173a2ca3c6088,2022-11-22_21-35-12,1669120512,30.811188459396362,60105,thunders,172.21.5.15,30.811188459396362,0,1,0.005272626876831055,"62_drift_x=0,drift_y=0,feature_weight=0.3546,gap_closing=0,max_distance=2.0227,segment_connect_max_distance=1.2060",0.3546287481034485,0,0,2.0226606876779805,1.2059660088808426,0,OptunaSearch
ed4d666c,0.9431043523859465,0.9720308066477503,0.9694111305753942,-1.0,-1.0,-1.0,34.3366482257843,True,,,1,355614cc3f9a49fe94126b257522a3c0,2022-11-22_21-34-31,1669120471,34.3366482257843,59582,thunders,172.21.5.15,34.3366482257843,0,1,0.004008769989013672,"51_drift_x=0,drift_y=0,feature_weight=0.4880,gap_closing=0,max_distance=2.0265,segment_connect_max_distance=1.1613",0.48796621583904504,0,0,2.0264716792218214,1.1612914808484098,0,OptunaSearch
5cb0a14a,0.9413761587674632,0.9741926766653155,0.9654525977504017,-1.0,-1.0,-1.0,34.03449845314026,True,,,1,c3b587ec144748dea4fd0f1d4c5a1814,2022-11-22_21-37-38,1669120658,34.03449845314026,61568,thunders,172.21.5.15,34.03449845314026,0,1,0.004130363464355469,"99_drift_x=0,drift_y=0,feature_weight=0.2914,gap_closing=0,max_distance=1.9508,segment_connect_max_distance=0.8681",0.29140559577649944,0,0,1.9507517273377895,0.8680547176320171,0,OptunaSearch
5cfec6ae,0.9372395833333333,0.9725712741521416,0.9626855690785074,-1.0,-1.0,-1.0,29.6248517036438,True,,,1,04cd494458234f56ae6b7bf977e9497c,2022-11-22_21-37-34,1669120654,29.6248517036438,61577,thunders,172.21.5.15,29.6248517036438,0,1,0.004427909851074219,"100_drift_x=0,drift_y=0,feature_weight=0.2968,gap_closing=0,max_distance=2.0300,segment_connect_max_distance=1.8819",0.29682735655547077,0,0,2.030025875856051,1.8819100432900293,0,OptunaSearch
cbede_00076,0.9372005697267901,0.9779759491960546,0.9574074074074074,-1.0,-1.0,-1.0,31.49177575111389,True,,,1,27eecc75273344d19e7c86990081d82f,2022-11-22_21-25-04,1669119904,31.49177575111389,55334,thunders,172.21.5.15,31.49177575111389,0,1,0.003769397735595703,"76_feature_weight=0.3621,max_distance=1.7126,segment_connect_max_distance=1.0855",0.3621399494700861,0,0,1.712580969290213,1.0855458539522607,1,RandomSearch
3207a5ec,0.9356306892067621,0.9721659235238481,0.9613842864778194,-1.0,-1.0,-1.0,29.837591648101807,True,,,1,50a056ae826241ecb4ef491d1bb74aa3,2022-11-22_21-36-22,1669120582,29.837591648101807,60834,thunders,172.21.5.15,29.837591648101807,0,1,0.003723621368408203,"80_drift_x=0,drift_y=0,feature_weight=0.2289,gap_closing=0,max_distance=1.9075,segment_connect_max_distance=1.5739",0.2288599504920896,0,0,1.9074502018262294,1.5738868992224784,0,OptunaSearch
cbede_00072,0.9329717163889966,0.9760843129306851,0.9547977795400476,-1.0,-1.0,-1.0,30.461310148239136,True,,,1,a38a19cfd55d412d9b45ded501ce26ae,2022-11-22_21-24-29,1669119869,30.461310148239136,55031,thunders,172.21.5.15,30.461310148239136,0,1,0.004048585891723633,"72_feature_weight=0.3853,max_distance=1.3712,segment_connect_max_distance=0.4500",0.38529421218937543,0,0,1.3712291987167222,0.4499586222962295,1,RandomSearch
cbede_00040,0.9309588333978578,0.9747331441697068,0.9539804284580798,-1.0,-1.0,-1.0,29.442248344421387,True,,,1,7a314e1a28274ee5926abd3669366d42,2022-11-22_21-18-56,1669119536,29.442248344421387,52691,thunders,172.21.5.15,29.442248344421387,0,1,0.004595279693603516,"40_feature_weight=0.4233,max_distance=1.5316,segment_connect_max_distance=1.6763",0.4232559240607159,0,0,1.5315958008381065,1.6762925154358934,1,RandomSearch
8cf0a902,0.9297408792058786,0.9744629104175111,0.9529598308668076,-1.0,-1.0,-1.0,30.69608163833618,True,,,1,387eb4f409974a51838ea7011491ffeb,2022-11-22_21-53-11,1669121591,30.69608163833618,67405,thunders,172.21.5.15,30.69608163833618,0,1,0.003793478012084961,"83_drift_x=0,drift_y=0,feature_weight=0.2727,gap_closing=1,max_distance=1.1977,segment_connect_max_distance=1.9410",0.27265782308411335,0,0,1.1977254382756264,1.9409899414538883,1,OptunaSearch
3557e09a,0.9265200517464425,0.96770706661262,0.9560806300894407,-1.0,-1.0,-1.0,30.088444709777832,True,,,1,344d5a3df11f43de882303c271342072,2022-11-22_21-36-28,1669120588,30.088444709777832,60908,thunders,172.21.5.15,30.088444709777832,0,1,0.0038650035858154297,"82_drift_x=0,drift_y=0,feature_weight=0.1955,gap_closing=0,max_distance=1.8966,segment_connect_max_distance=1.6268",0.19554412018515605,0,0,1.8966082142987677,1.6267772733544619,0,OptunaSearch
7f5c5642,0.921447824412784,0.9700040535062829,0.9484740388426477,-1.0,-1.0,-1.0,31.240325689315796,True,,,1,efb07dead9904406982f8ffce954a78e,2022-11-22_21-52-52,1669121572,31.240325689315796,67495,thunders,172.21.5.15,31.240325689315796,0,1,0.0035817623138427734,"80_drift_x=0,drift_y=0,feature_weight=0.2036,gap_closing=1,max_distance=1.1563,segment_connect_max_distance=1.9644",0.20357552971916779,0,0,1.1562953454554379,1.9643805412158295,1,OptunaSearch
cbede_00020,0.9205697420762222,0.9693284691257938,0.9481892677768966,-1.0,-1.0,-1.0,32.82979345321655,True,,,1,eda109b5807148308156d08938284c3f,2022-11-22_21-14-46,1669119286,32.82979345321655,51252,thunders,172.21.5.15,32.82979345321655,0,1,0.0046422481536865234,"20_feature_weight=0.5287,max_distance=1.6148,segment_connect_max_distance=1.2435",0.5286972427491965,0,0,1.614761597370934,1.2434669951702382,1,RandomSearch
7e985daa,0.9166346523242412,0.9671665991082287,0.9460745440126883,-1.0,-1.0,-1.0,29.468318939208984,True,,,1,160c33c2951c4167a0c0729ebcc6180a,2022-11-22_21-52-49,1669121569,29.468318939208984,67462,thunders,172.21.5.15,29.468318939208984,0,1,0.003849506378173828,"79_drift_x=0,drift_y=0,feature_weight=0.1881,gap_closing=1,max_distance=1.1588,segment_connect_max_distance=1.9640",0.18806859528922376,0,0,1.158834902541171,1.9640077335031592,1,OptunaSearch
