trial_id,union_ratio,true_ratio,predicted_ratio,track_purity,target_effectiveness,division_recovery,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/feature_weight,config/drift_x,config/drift_y,config/max_distance,config/segment_connect_max_distance,config/gap_closing,search_name
f5391018,0.8452982810920121,0.9156626506024096,0.9166666666666666,-1.0,-1.0,-1.0,26.795212984085083,True,,,1,0e2ab10915584d31ba79d08e4593770f,2022-09-11_20-29-38,1662895778,26.795212984085083,144194,bwmpc0530,10.3.5.30,26.795212984085083,0,1,0.0025980472564697266,"99_drift_x=0,drift_y=0,feature_weight=0.4619,gap_closing=0,max_distance=1.7757,segment_connect_max_distance=2.5369",0.46193114178856826,0,0,1.7756951323567745,2.5368747521869297,0,OptunaSearch
958abc5c,0.8424311346980036,0.9127875136911281,0.9161742476295177,-1.0,-1.0,-1.0,29.84936213493347,True,,,1,1494e0d92317488b89ea015ebb3cb80e,2022-09-11_20-27-01,1662895621,29.84936213493347,142047,bwmpc0530,10.3.5.30,29.84936213493347,0,1,0.0024335384368896484,"66_drift_x=0,drift_y=0,feature_weight=0.4503,gap_closing=0,max_distance=1.7112,segment_connect_max_distance=0.8218",0.45025596859282174,0,0,1.7111537635612961,0.8218463010504874,0,OptunaSearch
deef1aa0,0.8305534495830175,0.8999178532311063,0.9150772657663929,-1.0,-1.0,-1.0,28.027889490127563,True,,,1,dfb13efc1ff041f79e49e21566b65b60,2022-09-11_20-29-39,1662895779,28.027889490127563,145852,bwmpc0530,10.3.5.30,28.027889490127563,0,1,0.0026400089263916016,"95_drift_x=0,drift_y=0,feature_weight=0.3755,gap_closing=0,max_distance=1.5078,segment_connect_max_distance=2.5489",0.3754604851478785,0,0,1.5078252435909933,2.548892062776196,0,OptunaSearch
dec28738,0.8266970041714069,0.8953997809419496,0.915069259829299,-1.0,-1.0,-1.0,29.750493049621582,True,,,1,90d430114ce74ddc99bbf598db25b7d2,2022-09-11_20-29-03,1662895743,29.750493049621582,145063,bwmpc0530,10.3.5.30,29.750493049621582,0,1,0.004026651382446289,"92_drift_x=0,drift_y=0,feature_weight=0.4552,gap_closing=0,max_distance=1.5291,segment_connect_max_distance=0.8299",0.4552431138345646,0,0,1.5290758323608535,0.8298802702541583,0,OptunaSearch
f5422932,0.826444191631905,0.8951259583789705,0.9150454863540938,-1.0,-1.0,-1.0,27.401714324951172,True,,,1,1494e0d92317488b89ea015ebb3cb80e,2022-09-11_20-29-39,1662895779,27.401714324951172,142047,bwmpc0530,10.3.5.30,27.401714324951172,0,1,0.0024335384368896484,"100_drift_x=0,drift_y=0,feature_weight=0.4570,gap_closing=0,max_distance=1.5285,segment_connect_max_distance=0.9616",0.4569820737362786,0,0,1.5285442385735204,0.961575332031184,0,OptunaSearch
95639b72,0.8255989911727617,0.8963581599123768,0.9127282866304196,-1.0,-1.0,-1.0,27.45326066017151,True,,,1,503278d93a0d46bd984cc9a4e6e4979c,2022-09-11_20-26-58,1662895618,27.45326066017151,143911,bwmpc0530,10.3.5.30,27.45326066017151,0,1,0.0027108192443847656,"63_drift_x=0,drift_y=0,feature_weight=0.3419,gap_closing=0,max_distance=1.4684,segment_connect_max_distance=2.6626",0.34187550747364887,0,0,1.4684430985217864,2.6626403926872664,0,OptunaSearch
ded4b84a,0.8246146070255244,0.8934830230010953,0.914517937219731,-1.0,-1.0,-1.0,27.50294256210327,True,,,1,0e2ab10915584d31ba79d08e4593770f,2022-09-11_20-29-01,1662895741,27.50294256210327,144194,bwmpc0530,10.3.5.30,27.50294256210327,0,1,0.0025980472564697266,"93_drift_x=0,drift_y=0,feature_weight=0.4529,gap_closing=0,max_distance=1.5158,segment_connect_max_distance=0.8143",0.45293699094353473,0,0,1.5158020584575762,0.8142921418225229,0,OptunaSearch
960bb4e2,0.8243718592964824,0.8984118291347207,0.9091160986422832,-1.0,-1.0,-1.0,28.933106184005737,True,,,1,aca1ec6a87e7474db858d39c58c84c81,2022-09-11_20-27-01,1662895621,28.933106184005737,142039,bwmpc0530,10.3.5.30,28.933106184005737,0,1,0.003649473190307617,"67_drift_x=0,drift_y=0,feature_weight=0.3169,gap_closing=0,max_distance=1.4911,segment_connect_max_distance=2.6421",0.3169204793402639,0,0,1.4910560103754857,2.642073524678486,0,OptunaSearch
f7023f18,0.823298589822195,0.9192223439211391,0.887508261731659,-1.0,-1.0,-1.0,27.458513021469116,True,,,1,4c9d19c96c93444184da9d3d777b21e2,2022-09-11_20-36-51,1662896211,27.458513021469116,147464,bwmpc0530,10.3.5.30,27.458513021469116,0,1,0.002017974853515625,"38_drift_x=0,drift_y=0,feature_weight=0.4960,gap_closing=1,max_distance=1.9908,segment_connect_max_distance=1.5448",0.4959750719575542,0,0,1.9908265403952077,1.5447831656566675,1,OptunaSearch
e17536fa,0.8222821424194141,0.9185377875136911,0.8869645690111052,-1.0,-1.0,-1.0,29.061702013015747,True,,,1,0e18b8b342f74b4a8450a21ded8450d4,2022-09-11_20-36-52,1662896212,29.061702013015747,147828,bwmpc0530,10.3.5.30,29.061702013015747,0,1,0.003952503204345703,"34_drift_x=0,drift_y=0,feature_weight=0.4442,gap_closing=1,max_distance=1.9145,segment_connect_max_distance=2.6154",0.4441536334267323,0,0,1.9144611285453361,2.615427790281212,1,OptunaSearch
