trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/feature_weight,config/drift_x,config/drift_y,config/max_distance,config/segment_connect_max_distance,config/gap_closing,search_name
7ab27_00006,0.9929530647520276,0.9969296489120277,0.995998933048813,-1.0,-1.0,-1.0,27.017836809158325,True,,,1,df815e31d1cd4ff29a07f40fc52a523d,2022-09-11_19-52-13,1662893533,27.017836809158325,190076,bwmpc0454,10.3.4.54,27.017836809158325,0,1,0.002386808395385742,"6_feature_weight=0.1958,max_distance=1.0454,segment_connect_max_distance=1.1790",0.19584874437999722,0,0,1.0454269989810363,1.1790097501948573,0,RandomSearch
7ab27_00058,0.9922851822293163,0.9958617007075157,0.9963937491652197,-1.0,-1.0,-1.0,29.089632511138916,True,,,1,01ba728508124ea2968d41c70aadb655,2022-09-11_19-57-12,1662893832,29.089632511138916,190074,bwmpc0454,10.3.4.54,29.089632511138916,0,1,0.002918243408203125,"58_feature_weight=0.1573,max_distance=0.8239,segment_connect_max_distance=0.5719",0.1572962747588169,0,0,0.8239462803547604,0.5718891831512505,0,RandomSearch
47f42_00091,0.9824976970654034,0.9966626618608998,0.9857406918405069,-1.0,-1.0,-1.0,28.098299503326416,True,,,1,458eac5c40ff418cbf21deb720a0e62c,2022-09-11_20-20-11,1662895211,28.098299503326416,198450,bwmpc0454,10.3.4.54,28.098299503326416,0,1,0.0027904510498046875,"91_feature_weight=0.2650,max_distance=1.0533,segment_connect_max_distance=0.6407",0.26503031801627497,0,0,1.0532988337740696,0.6407199971952142,1,RandomSearch
73164cba,0.9824976970654034,0.9966626618608998,0.9857406918405069,-1.0,-1.0,-1.0,27.957480430603027,True,,,1,58c380c807db4e9ea700bb2d31920c5e,2022-09-11_20-47-41,1662896861,27.957480430603027,209193,bwmpc0454,10.3.4.54,27.957480430603027,0,1,0.0026750564575195312,"91_drift_x=0,drift_y=0,feature_weight=0.2578,gap_closing=1,max_distance=1.0399,segment_connect_max_distance=0.4362",0.25783624215345036,0,0,1.0399491808510817,0.43616125451315285,1,OptunaSearch
730e447a,0.9817153380689292,0.9962621812842077,0.9853445999471877,-1.0,-1.0,-1.0,29.054916620254517,True,,,1,b5ef6534cfbc47cabb83b3a244cd363a,2022-09-11_20-47-30,1662896850,29.054916620254517,208005,bwmpc0454,10.3.4.54,29.054916620254517,0,1,0.0026602745056152344,"90_drift_x=0,drift_y=0,feature_weight=0.2623,gap_closing=1,max_distance=0.9131,segment_connect_max_distance=0.4004",0.26234553161428986,0,0,0.9131166279915458,0.40043440739478153,1,OptunaSearch
7c0829e2,0.9817153380689292,0.9962621812842077,0.9853445999471877,-1.0,-1.0,-1.0,28.779915809631348,True,,,1,4467f7398a5f46649e88edcadf7dd8f5,2022-09-11_20-47-45,1662896865,28.779915809631348,208915,bwmpc0454,10.3.4.54,28.779915809631348,0,1,0.0031280517578125,"94_drift_x=0,drift_y=0,feature_weight=0.2978,gap_closing=1,max_distance=1.0238,segment_connect_max_distance=0.4418",0.2978362916311036,0,0,1.0237835817820058,0.4418029836958765,1,OptunaSearch
8c1bacbe,0.981194108364019,0.9959951942330797,0.9850805386849749,-1.0,-1.0,-1.0,26.24094319343567,True,,,1,0ea545b4dc6148acb169ca26538e4328,2022-09-11_20-48-14,1662896894,26.24094319343567,209633,bwmpc0454,10.3.4.54,26.24094319343567,0,1,0.0027806758880615234,"100_drift_x=0,drift_y=0,feature_weight=0.3069,gap_closing=1,max_distance=1.0478,segment_connect_max_distance=0.7327",0.3069344430024929,0,0,1.0477712659351557,0.7327430023378353,1,OptunaSearch
8ad8a3b6,0.981194108364019,0.9959951942330797,0.9850805386849749,-1.0,-1.0,-1.0,24.492352962493896,True,,,1,52228f6386794d2ea67bcf470a51f01b,2022-09-11_20-48-13,1662896893,24.492352962493896,209624,bwmpc0454,10.3.4.54,24.492352962493896,0,1,0.0028655529022216797,"99_drift_x=0,drift_y=0,feature_weight=0.3166,gap_closing=1,max_distance=1.0939,segment_connect_max_distance=0.3915",0.31661263734760764,0,0,1.0938510428219974,0.39149231707515836,1,OptunaSearch
8469b736,0.981194108364019,0.9959951942330797,0.9850805386849749,-1.0,-1.0,-1.0,25.444595336914062,True,,,1,386ab198f2724afc9df9c059b357a500,2022-09-11_20-48-03,1662896883,25.444595336914062,209494,bwmpc0454,10.3.4.54,25.444595336914062,0,1,0.002682209014892578,"98_drift_x=0,drift_y=0,feature_weight=0.3202,gap_closing=1,max_distance=1.0432,segment_connect_max_distance=0.7253",0.32024783242886723,0,0,1.0431994580743955,0.7252545417681431,1,OptunaSearch
7c00f244,0.9809335963182118,0.9958617007075157,0.9849485080538685,-1.0,-1.0,-1.0,29.129299640655518,True,,,1,e48362b832e640388c92012e9cbf0ed3,2022-09-11_20-47-45,1662896865,29.129299640655518,204514,bwmpc0454,10.3.4.54,29.129299640655518,0,1,0.003289937973022461,"93_drift_x=0,drift_y=0,feature_weight=0.2751,gap_closing=1,max_distance=0.9069,segment_connect_max_distance=0.3918",0.27507075061598063,0,0,0.9068567235018477,0.39181627942109,1,OptunaSearch
a8cbf63a,0.9798922328821132,0.9953277266052597,0.9844203855294428,-1.0,-1.0,-1.0,26.488425970077515,True,,,1,063aa2c394cc41ecb5ccb37eea7d59e3,2022-09-11_20-41-48,1662896508,26.488425970077515,205934,bwmpc0454,10.3.4.54,26.488425970077515,0,1,0.0027604103088378906,"51_drift_x=0,drift_y=0,feature_weight=0.1083,gap_closing=1,max_distance=0.7698,segment_connect_max_distance=0.5843",0.10825869336649241,0,0,0.7697537299217553,0.5843333075425974,1,OptunaSearch
