trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/max_distance,config/gap_closing_max_distance,config/gap_closing,search_name
4ee97a0c,0.5376154404897789,0.7032713451880005,0.69534290699235,-1.0,-1.0,-1.0,16.599889039993286,True,,,1,2a438b2c95de4e868ac40fd7f4e24036,2022-09-11_16-29-25,1662881365,16.599889039993286,99412,bwmpc0733,10.3.7.33,16.599889039993286,0,1,0.0033550262451171875,"91_gap_closing=0,gap_closing_max_distance=1.3525,max_distance=1.1627",1.1626508634678892,1.3524966886639878,0,OptunaSearch
4f6264bc,0.5376154404897789,0.7032713451880005,0.69534290699235,-1.0,-1.0,-1.0,16.993938207626343,True,,,1,14104e84e16946f2ab80bf90459a20a2,2022-09-11_16-29-26,1662881366,16.993938207626343,99439,bwmpc0733,10.3.7.33,16.993938207626343,0,1,0.00223541259765625,"96_gap_closing=0,gap_closing_max_distance=1.4538,max_distance=1.1644",1.1644377928288774,1.4537514712980366,0,OptunaSearch
fd3755a2,0.5376154404897789,0.7032713451880005,0.69534290699235,-1.0,-1.0,-1.0,17.93720245361328,True,,,1,af6b041b8192426e8ca1ea713fe8d3ca,2022-09-11_16-33-29,1662881609,17.93720245361328,99880,bwmpc0733,10.3.7.33,17.93720245361328,0,1,0.002593517303466797,"23_gap_closing=1,gap_closing_max_distance=1.1143,max_distance=1.1608",1.1608226829857728,1.1142855150834745,1,OptunaSearch
4f2cceec,0.5376154404897789,0.7032713451880005,0.69534290699235,-1.0,-1.0,-1.0,16.706103324890137,True,,,1,4c8ee108f29a4dbf8662e7641bdd8452,2022-09-11_16-28-36,1662881316,16.706103324890137,96388,bwmpc0733,10.3.7.33,16.706103324890137,0,1,0.0029070377349853516,"93_gap_closing=0,gap_closing_max_distance=1.4007,max_distance=1.1633",1.1633410786692395,1.4007415199840378,0,OptunaSearch
9a2e56b2,0.5374727894682285,0.7038143070449301,0.6945746818486269,-1.0,-1.0,-1.0,16.830440044403076,True,,,1,4fa95a9af9274db19b7dd7784a4c09b2,2022-09-11_16-38-08,1662881888,16.830440044403076,101997,bwmpc0733,10.3.7.33,16.830440044403076,0,1,0.0021212100982666016,"82_gap_closing=1,gap_closing_max_distance=1.8514,max_distance=1.1895",1.1895267633876156,1.8513695972102306,1,OptunaSearch
a41853b2,0.5374727894682285,0.7038143070449301,0.6945746818486269,-1.0,-1.0,-1.0,16.786223649978638,True,,,1,677a2c9cbd1b46289da97d0a958abea3,2022-09-11_16-38-08,1662881888,16.786223649978638,101043,bwmpc0733,10.3.7.33,16.786223649978638,0,1,0.0036916732788085938,"83_gap_closing=1,gap_closing_max_distance=1.6626,max_distance=1.1896",1.1895545507986873,1.6626023966428054,1,OptunaSearch
fd9d102c,0.5374312117121794,0.7025926428668386,0.6956989247311828,-1.0,-1.0,-1.0,17.019838333129883,True,,,1,677a2c9cbd1b46289da97d0a958abea3,2022-09-11_16-34-26,1662881666,17.019838333129883,101043,bwmpc0733,10.3.7.33,17.019838333129883,0,1,0.0036916732788085938,"31_gap_closing=1,gap_closing_max_distance=1.1761,max_distance=1.1490",1.1489574029212888,1.176110313590799,1,OptunaSearch
ab1c2bf4,0.5374312117121794,0.7025926428668386,0.6956989247311828,-1.0,-1.0,-1.0,16.668678045272827,True,,,1,00c3dfe3dbc94fe1abd0f22b07bac354,2022-09-11_16-24-01,1662881041,16.668678045272827,96386,bwmpc0733,10.3.7.33,16.668678045272827,0,1,0.0023164749145507812,"36_gap_closing=0,gap_closing_max_distance=0.6446,max_distance=1.1467",1.1467477510575947,0.6445677804101638,0,OptunaSearch
aade6ada,0.5374312117121794,0.7025926428668386,0.6956989247311828,-1.0,-1.0,-1.0,16.915907382965088,True,,,1,4c8ee108f29a4dbf8662e7641bdd8452,2022-09-11_16-24-00,1662881040,16.915907382965088,96388,bwmpc0733,10.3.7.33,16.915907382965088,0,1,0.0029070377349853516,"32_gap_closing=0,gap_closing_max_distance=2.1443,max_distance=1.1451",1.1450791834447387,2.1442823570946694,0,OptunaSearch
4f4bf7ea,0.5373521477484955,0.7029998642595358,0.6951677852348993,-1.0,-1.0,-1.0,17.3205463886261,True,,,1,f2b51f0a627247c4a3598240c1bc476c,2022-09-11_16-28-37,1662881317,17.3205463886261,98741,bwmpc0733,10.3.7.33,17.3205463886261,0,1,0.003676891326904297,"95_gap_closing=0,gap_closing_max_distance=2.0937,max_distance=1.1594",1.1593742908156444,2.0936523673893195,0,OptunaSearch
44b7fc0c,0.5373521477484955,0.7029998642595358,0.6951677852348993,-1.0,-1.0,-1.0,18.90926742553711,True,,,1,0bd95a69644b40ca96421f5c3808b88f,2022-09-11_16-28-21,1662881301,18.90926742553711,98136,bwmpc0733,10.3.7.33,18.90926742553711,0,1,0.0034172534942626953,"86_gap_closing=0,gap_closing_max_distance=2.0831,max_distance=1.1598",1.1597526937588838,2.083121565176464,0,OptunaSearch
df3bc5ce,0.5371369294605809,0.7028641237953034,0.6949402764729566,-1.0,-1.0,-1.0,17.2896671295166,True,,,1,7622bea60e424545bef2ccf75a4e3da6,2022-09-11_16-32-38,1662881558,17.2896671295166,99874,bwmpc0733,10.3.7.33,17.2896671295166,0,1,0.0035707950592041016,"17_gap_closing=1,gap_closing_max_distance=1.4947,max_distance=1.1606",1.1606104201128704,1.4946623544046362,1,OptunaSearch
6cad0f40,0.5371369294605809,0.7028641237953034,0.6949402764729566,-1.0,-1.0,-1.0,16.50506067276001,True,,,1,4c8ee108f29a4dbf8662e7641bdd8452,2022-09-11_16-29-25,1662881365,16.50506067276001,96388,bwmpc0733,10.3.7.33,16.50506067276001,0,1,0.0029070377349853516,"99_gap_closing=0,gap_closing_max_distance=0.6500,max_distance=1.1606",1.1605951350897752,0.6500221863523906,0,OptunaSearch
50160e90,0.5368814192343604,0.7024569024026062,0.6949107022962266,-1.0,-1.0,-1.0,17.39959144592285,True,,,1,d5569771fe0d4f4fb7bc97762596e2b9,2022-09-11_16-29-26,1662881366,17.39959144592285,99447,bwmpc0733,10.3.7.33,17.39959144592285,0,1,0.0024645328521728516,"98_gap_closing=0,gap_closing_max_distance=2.2570,max_distance=1.1575",1.157545566660389,2.2569910447649675,0,OptunaSearch
b51fb_00089,0.5368814192343604,0.7024569024026062,0.6949107022962266,-1.0,-1.0,-1.0,16.965267419815063,True,,,1,368ff6bf5b584a8b90379648b0a8574f,2022-09-11_15-37-06,1662878226,16.965267419815063,90499,bwmpc0733,10.3.7.33,16.965267419815063,0,1,0.0022182464599609375,"89_gap_closing_max_distance=1.1163,max_distance=1.1571",1.1571200358605434,1.1162769155155963,0,RandomSearch
4f3d6e64,0.5368005813349943,0.7019139405456767,0.6953072475460536,-1.0,-1.0,-1.0,17.404215812683105,True,,,1,fbbf6fc7c3aa4a7e9b7fb9dad406d76d,2022-09-11_16-28-37,1662881317,17.404215812683105,97551,bwmpc0733,10.3.7.33,17.404215812683105,0,1,0.003103494644165039,"94_gap_closing=0,gap_closing_max_distance=0.9876,max_distance=1.1430",1.1430127748226449,0.9875684793206962,0,OptunaSearch
7998a6a2,0.5367875647668394,0.7031356047237681,0.6940908481843763,-1.0,-1.0,-1.0,16.568718910217285,True,,,1,00c3dfe3dbc94fe1abd0f22b07bac354,2022-09-11_16-22-37,1662880957,16.568718910217285,96386,bwmpc0733,10.3.7.33,16.568718910217285,0,1,0.0023164749145507812,"14_gap_closing=0,gap_closing_max_distance=1.2378,max_distance=1.1834",1.1833526792948015,1.23778279144688,0,OptunaSearch
845efbb8,0.5367875647668394,0.7031356047237681,0.6940908481843763,-1.0,-1.0,-1.0,17.3627827167511,True,,,1,beb12fe3ee714a6aaed9efa0bf3b2e68,2022-09-11_16-22-56,1662880976,17.3627827167511,96390,bwmpc0733,10.3.7.33,17.3627827167511,0,1,0.0031664371490478516,"29_gap_closing=0,gap_closing_max_distance=0.5639,max_distance=1.1851",1.1851369523925925,0.5638918950639087,0,OptunaSearch
851c8da4,0.536777674032576,0.7023211619383738,0.6948697287134031,-1.0,-1.0,-1.0,17.497365951538086,True,,,1,246300a5fcf846b9aa76c4b59118f2b5,2022-09-11_16-24-01,1662881041,17.497365951538086,97065,bwmpc0733,10.3.7.33,17.497365951538086,0,1,0.00341033935546875,"31_gap_closing=0,gap_closing_max_distance=2.0543,max_distance=1.1561",1.1561468742099081,2.054279998798109,0,OptunaSearch
a4e82efc,0.5367395585034719,0.7029998642595358,0.6941428762900416,-1.0,-1.0,-1.0,17.19196391105652,True,,,1,0a964d57491e404db0ddf4bb8577363c,2022-09-11_16-38-10,1662881890,17.19196391105652,101083,bwmpc0733,10.3.7.33,17.19196391105652,0,1,0.003008604049682617,"88_gap_closing=1,gap_closing_max_distance=1.5020,max_distance=1.1811",1.1810969815564445,1.5019669569327248,1,OptunaSearch
df6cc91c,0.5366258559867192,0.702049681009909,0.6948810963321241,-1.0,-1.0,-1.0,18.25550365447998,True,,,1,311726509175475691d1dbb414935338,2022-09-11_16-33-29,1662881609,18.25550365447998,100643,bwmpc0733,10.3.7.33,18.25550365447998,0,1,0.003917694091796875,"22_gap_closing=1,gap_closing_max_distance=0.9722,max_distance=1.1504",1.1503848688005625,0.9722432027100872,1,OptunaSearch
44c24a22,0.5365372638571725,0.7016424596172119,0.6951317912856374,-1.0,-1.0,-1.0,17.38893747329712,True,,,1,4c8ee108f29a4dbf8662e7641bdd8452,2022-09-11_16-28-19,1662881299,17.38893747329712,96388,bwmpc0733,10.3.7.33,17.38893747329712,0,1,0.0029070377349853516,"87_gap_closing=0,gap_closing_max_distance=0.8310,max_distance=1.1395",1.1394622485137875,0.8310379634950982,0,OptunaSearch
aaea9de6,0.536458873560834,0.702049681009909,0.6946011281224819,-1.0,-1.0,-1.0,16.540546417236328,True,,,1,e6ddba4f4cc643d9ac9607b39124910d,2022-09-11_16-24-00,1662881040,16.540546417236328,95452,bwmpc0733,10.3.7.33,16.540546417236328,0,1,0.012007951736450195,"33_gap_closing=0,gap_closing_max_distance=2.0945,max_distance=1.1548",1.1548101577279462,2.094517134008611,0,OptunaSearch
ab297fca,0.5360621761658031,0.7021854214741414,0.6938036480686696,-1.0,-1.0,-1.0,16.632439851760864,True,,,1,e6ddba4f4cc643d9ac9607b39124910d,2022-09-11_16-24-17,1662881057,16.632439851760864,95452,bwmpc0733,10.3.7.33,16.632439851760864,0,1,0.012007951736450195,"37_gap_closing=0,gap_closing_max_distance=0.6887,max_distance=1.1734",1.1734047333787654,0.6887360383227221,0,OptunaSearch
